student_id,event_id,student_department,student_year,event_category,event_department,previous_registrations,previous_attendance,category_match,department_match,event_popularity,registered
134,22,ECE,3,Technical,All,3,3,1,1,88,1
37,15,IT,2,Workshop,IT,7,6,1,1,57,1
29,5,CSE,4,Seminar,CSE,4,2,1,1,38,1
132,38,CSE,4,Technical,All,6,3,1,1,70,1
3,7,CSE,2,Hackathon,All,6,5,1,1,100,1
24,10,AI&DS,3,Hackathon,AI&DS,2,1,1,1,29,1
129,40,ECE,1,Technical,CIVIL,5,3,1,0,51,1
50,19,ECE,1,Sports,ECE,7,6,1,1,45,1
130,31,IT,2,Seminar,All,7,5,0,1,26,0
98,28,ECE,2,Seminar,ECE,7,5,0,1,15,1
32,30,CSE,2,Seminar,CIVIL,6,3,0,0,43,0
22,21,MECH,1,Seminar,MECH,3,2,0,1,67,0
80,29,ECE,4,Cultural,All,4,4,1,1,59,1
122,24,ECE,1,Sports,All,6,5,0,1,39,0
22,8,ECE,4,Seminar,AI&DS,5,4,0,0,32,0
44,5,IT,2,Cultural,IT,6,2,0,1,23,0
104,8,ECE,4,Sports,All,3,2,0,1,10,0
70,26,IT,4,Sports,MECH,4,4,0,0,63,0
38,30,CSE,1,Cultural,All,4,4,0,1,78,1
8,7,AI&DS,1,Technical,All,5,4,1,1,70,1
84,10,IT,1,Technical,MECH,6,3,0,0,50,0
52,19,AI&DS,4,Seminar,All,3,2,0,1,37,0
140,2,CSE,4,Technical,CSE,6,5,1,1,50,1
97,29,MECH,1,Technical,MECH,2,1,0,1,56,0
78,11,MECH,4,Workshop,MECH,2,2,1,1,61,1
29,37,AI&DS,4,Sports,MECH,5,3,0,0,55,0
41,33,CSE,4,Cultural,CIVIL,6,4,0,0,55,0
73,21,CSE,1,Hackathon,CSE,2,1,0,1,80,0
90,38,CSE,3,Seminar,CSE,5,3,1,1,61,1
92,27,IT,1,Sports,IT,2,1,1,1,47,0
80,38,CSE,1,Cultural,CSE,7,4,1,1,59,1
138,21,CSE,4,Sports,MECH,2,2,1,0,21,0
121,38,CSE,3,Seminar,CSE,2,1,0,1,48,0
26,14,IT,4,Hackathon,ECE,3,2,1,0,80,0
94,28,ECE,4,Sports,All,2,1,0,1,49,0
55,19,IT,1,Cultural,ECE,6,5,0,0,66,0
24,38,CSE,3,Cultural,CSE,6,5,0,1,27,0
122,28,ECE,3,Technical,All,1,1,1,1,76,1
139,21,ECE,4,Seminar,ECE,5,4,0,1,57,1
141,12,CSE,2,Hackathon,All,6,5,1,1,54,1
120,18,AI&DS,4,Hackathon,All,3,3,1,1,26,1
119,10,ECE,2,Sports,MECH,8,7,0,0,62,0
17,14,MECH,3,Cultural,All,7,7,0,1,50,1
104,16,CSE,2,Workshop,CSE,1,0,0,1,33,0
80,30,MECH,4,Seminar,All,9,9,1,1,65,1
35,2,IT,3,Sports,CSE,6,3,0,0,31,0
125,2,CSE,1,Cultural,MECH,1,1,0,0,47,0
24,26,AI&DS,2,Workshop,AI&DS,4,3,1,1,63,1
31,34,AI&DS,3,Seminar,All,4,3,1,1,68,1
81,22,CIVIL,4,Sports,ECE,1,1,1,0,56,0
45,14,IT,4,Seminar,IT,5,3,0,1,64,1
126,35,IT,1,Cultural,ECE,2,2,0,0,58,0
38,24,MECH,3,Cultural,MECH,6,4,0,1,60,1
9,4,AI&DS,2,Cultural,AI&DS,3,3,1,1,45,1
32,35,ECE,4,Seminar,ECE,6,4,0,1,34,0
66,20,CSE,2,Cultural,CSE,3,3,0,1,40,0
113,21,AI&DS,4,Technical,AI&DS,7,6,1,1,31,1
126,31,AI&DS,4,Cultural,All,5,4,1,1,52,1
42,17,CIVIL,1,Cultural,CIVIL,7,6,0,1,72,1
117,2,CSE,2,Sports,CSE,6,4,0,1,69,0
79,21,CIVIL,1,Technical,CIVIL,5,3,0,1,90,1
34,39,AI&DS,4,Cultural,ECE,4,3,1,0,48,0
84,19,ECE,1,Seminar,ECE,2,1,1,1,67,1
97,37,ECE,1,Technical,AI&DS,8,8,1,0,39,1
23,30,ECE,3,Sports,All,4,3,0,1,64,0
67,10,CSE,3,Workshop,All,4,3,1,1,57,1
112,30,AI&DS,4,Technical,AI&DS,5,2,1,1,69,1
69,19,AI&DS,4,Seminar,AI&DS,5,4,0,1,32,1
56,19,AI&DS,2,Seminar,AI&DS,2,1,0,1,78,0
8,19,IT,2,Hackathon,All,6,5,1,1,29,1
118,6,CSE,4,Workshop,MECH,3,2,1,0,64,0
99,28,AI&DS,3,Technical,AI&DS,6,3,1,1,54,1
86,16,MECH,3,Hackathon,CIVIL,6,3,0,0,39,0
12,1,IT,4,Cultural,ECE,3,2,0,0,58,0
144,3,CIVIL,2,Cultural,CIVIL,2,1,0,1,52,0
87,30,ECE,1,Cultural,IT,3,2,1,0,73,0
12,9,MECH,3,Sports,MECH,4,3,0,1,69,0
68,40,IT,3,Seminar,MECH,5,3,0,0,69,0
39,36,AI&DS,4,Technical,AI&DS,3,2,1,1,60,1
47,3,MECH,3,Workshop,MECH,5,4,1,1,40,1
92,36,MECH,4,Seminar,MECH,3,1,0,1,58,0
38,8,IT,1,Workshop,All,6,5,1,1,74,1
131,18,CIVIL,2,Hackathon,All,4,2,0,1,49,0
47,27,CSE,2,Seminar,CSE,3,2,1,1,40,1
32,26,IT,1,Cultural,IT,3,2,1,1,82,1
123,30,AI&DS,3,Hackathon,CSE,7,5,1,0,46,1
116,21,AI&DS,2,Workshop,IT,5,3,1,0,50,0
15,5,CIVIL,4,Technical,CIVIL,4,3,1,1,87,1
103,6,CSE,2,Workshop,CSE,7,3,1,1,45,1
40,8,IT,4,Seminar,AI&DS,1,0,0,0,18,0
92,7,IT,2,Seminar,IT,8,5,0,1,73,1
109,6,MECH,3,Hackathon,MECH,2,1,0,1,24,0
24,3,CIVIL,3,Seminar,AI&DS,4,3,1,0,78,1
127,34,AI&DS,1,Cultural,All,7,5,0,1,54,1
77,10,ECE,3,Workshop,All,6,4,1,1,28,1
20,3,CIVIL,1,Hackathon,All,3,3,0,1,84,0
146,17,IT,3,Hackathon,IT,2,2,1,1,81,1
30,30,ECE,2,Seminar,ECE,3,3,0,1,45,0
77,21,CIVIL,4,Sports,IT,6,3,0,0,39,0
48,14,ECE,1,Sports,All,4,2,0,1,72,1
112,35,CSE,1,Seminar,CSE,6,5,1,1,49,1
123,30,AI&DS,4,Sports,MECH,5,4,1,0,26,1
93,26,IT,1,Workshop,IT,7,6,1,1,82,1
5,13,CSE,2,Seminar,MECH,5,4,0,0,67,0
138,13,CSE,3,Seminar,CSE,5,3,0,1,47,0
30,11,ECE,4,Seminar,CIVIL,1,1,1,0,77,0
76,37,MECH,1,Cultural,MECH,7,4,0,1,13,0
111,27,MECH,3,Technical,CIVIL,2,1,0,0,61,0
125,15,AI&DS,1,Hackathon,AI&DS,1,1,1,1,10,0
142,5,IT,4,Seminar,IT,0,0,0,1,58,0
89,29,AI&DS,4,Technical,AI&DS,9,8,1,1,23,1
121,23,MECH,2,Hackathon,MECH,3,2,0,1,54,0
87,39,AI&DS,4,Workshop,MECH,1,1,0,0,30,0
93,31,ECE,2,Cultural,All,4,3,0,1,55,0
45,13,ECE,4,Technical,MECH,6,5,1,0,85,1
54,36,CSE,1,Cultural,ECE,5,3,1,0,38,0
129,3,CSE,3,Seminar,CSE,3,2,1,1,42,1
144,15,MECH,3,Cultural,All,6,5,0,1,41,1
69,10,AI&DS,1,Sports,AI&DS,2,2,0,1,53,0
118,8,CSE,1,Hackathon,CSE,6,5,1,1,78,1
31,14,IT,2,Sports,IT,4,3,0,1,62,1
130,32,AI&DS,1,Workshop,ECE,5,2,1,0,74,0
52,29,MECH,1,Workshop,IT,5,2,0,0,50,0
22,18,IT,4,Cultural,All,3,2,0,1,46,1
136,27,ECE,2,Seminar,MECH,3,3,0,0,63,0
133,24,CSE,4,Workshop,CIVIL,5,4,0,0,75,0
22,22,IT,4,Workshop,CSE,4,3,1,0,67,1
39,37,CSE,3,Seminar,CIVIL,7,5,0,0,36,0
81,23,CSE,3,Hackathon,All,6,2,1,1,47,1
53,35,CIVIL,4,Sports,CIVIL,4,2,0,1,40,0
104,13,IT,1,Technical,AI&DS,5,4,1,0,27,1
33,34,CIVIL,3,Workshop,CIVIL,2,2,0,1,48,0
134,22,AI&DS,2,Technical,AI&DS,6,6,0,1,70,1
67,16,IT,4,Hackathon,IT,4,3,1,1,72,1
96,17,AI&DS,3,Technical,AI&DS,7,4,1,1,26,1
32,29,IT,1,Seminar,IT,2,1,1,1,25,1
149,37,AI&DS,2,Cultural,AI&DS,3,2,0,1,50,0
147,9,AI&DS,4,Hackathon,All,7,4,1,1,45,1
50,24,MECH,1,Workshop,CSE,1,1,1,0,79,0
109,9,MECH,2,Seminar,MECH,5,4,0,1,70,0
104,38,CIVIL,4,Cultural,MECH,6,3,0,0,67,0
126,27,ECE,2,Hackathon,ECE,4,4,0,1,81,0
34,33,CIVIL,1,Sports,CIVIL,2,1,0,1,53,0
41,36,IT,1,Hackathon,All,4,3,1,1,62,1
75,3,CIVIL,2,Technical,CIVIL,4,1,0,1,52,0
78,19,MECH,1,Workshop,MECH,4,3,0,1,63,0
13,20,IT,2,Workshop,CSE,3,3,1,0,37,0
18,3,MECH,4,Hackathon,MECH,4,2,0,1,56,0
87,25,MECH,2,Workshop,MECH,4,4,0,1,57,0
39,21,CSE,4,Seminar,CSE,3,3,1,1,49,1
139,3,AI&DS,4,Sports,AI&DS,2,2,1,1,53,1
43,2,CIVIL,3,Hackathon,CSE,4,2,1,0,23,0
139,37,CSE,2,Seminar,All,4,2,0,1,57,0
137,12,CSE,3,Workshop,CSE,4,2,1,1,10,0
149,29,CSE,3,Seminar,CSE,5,4,1,1,86,1
47,27,CSE,3,Seminar,CSE,4,3,1,1,60,1
26,35,ECE,3,Workshop,ECE,1,1,0,1,68,0
40,20,MECH,2,Technical,CSE,3,1,0,0,65,0
77,25,CSE,3,Workshop,MECH,6,5,0,0,54,0
31,4,ECE,2,Hackathon,All,3,2,0,1,44,0
30,18,CSE,3,Seminar,All,2,2,1,1,47,1
60,2,IT,1,Workshop,ECE,3,2,1,0,73,0
105,29,CSE,2,Workshop,CSE,3,1,0,1,59,0
63,35,MECH,4,Technical,MECH,7,4,0,1,20,1
75,11,CSE,1,Seminar,CSE,2,1,1,1,38,0
98,23,AI&DS,2,Hackathon,All,7,7,1,1,10,1
137,37,CSE,3,Technical,CSE,7,6,1,1,82,1
36,36,IT,4,Workshop,IT,4,3,0,1,45,0
88,17,AI&DS,4,Cultural,AI&DS,3,2,0,1,88,0
88,14,MECH,3,Technical,All,4,4,0,1,43,0
122,1,CSE,2,Seminar,MECH,4,3,0,0,78,0
138,6,AI&DS,1,Hackathon,AI&DS,5,3,0,1,75,0
114,8,IT,4,Hackathon,IT,5,4,1,1,40,1
3,8,MECH,3,Workshop,All,6,5,1,1,40,1
72,23,ECE,1,Hackathon,ECE,5,4,1,1,72,1
127,24,CSE,3,Seminar,ECE,2,1,1,0,19,0
102,8,IT,4,Workshop,CIVIL,3,3,1,0,57,1
145,12,CSE,2,Sports,CSE,5,4,1,1,74,1
146,15,CIVIL,3,Workshop,All,4,1,0,1,98,1
137,40,IT,4,Technical,AI&DS,5,5,1,0,55,1
83,28,MECH,3,Technical,IT,4,3,0,0,12,0
12,15,CSE,3,Seminar,MECH,4,4,1,0,57,1
21,37,CSE,2,Sports,All,3,3,1,1,22,1
43,22,IT,1,Sports,All,1,1,0,1,31,0
7,38,AI&DS,3,Cultural,AI&DS,4,3,0,1,31,0
88,4,IT,2,Technical,All,4,3,1,1,51,1
115,38,CSE,1,Technical,All,4,4,1,1,33,1
33,4,MECH,1,Cultural,CSE,4,3,0,0,41,0
144,4,IT,4,Seminar,IT,5,5,0,1,68,1
60,39,AI&DS,1,Seminar,AI&DS,4,3,0,1,59,1
26,22,AI&DS,1,Seminar,CSE,3,2,1,0,48,0
18,38,ECE,2,Sports,MECH,3,2,0,0,64,0
114,12,ECE,2,Technical,ECE,5,4,1,1,68,1
112,33,AI&DS,3,Cultural,ECE,5,4,1,0,80,1
80,39,IT,3,Cultural,AI&DS,2,2,0,0,38,0
15,16,CIVIL,1,Seminar,CIVIL,4,3,0,1,88,0
52,5,IT,2,Sports,MECH,4,4,0,0,55,0
85,38,CIVIL,3,Hackathon,CIVIL,5,3,1,1,50,1
27,30,CSE,4,Workshop,AI&DS,2,1,1,0,66,0
55,16,MECH,3,Sports,MECH,3,2,0,1,47,0
2,24,CSE,1,Cultural,CSE,7,5,1,1,57,1
75,29,ECE,3,Technical,All,1,1,1,1,37,1
57,17,AI&DS,2,Cultural,All,2,2,1,1,63,1
46,17,CSE,1,Sports,CSE,6,4,0,1,56,0
29,22,ECE,3,Seminar,ECE,1,1,0,1,79,0
44,34,CIVIL,4,Sports,CIVIL,6,5,1,1,74,1
34,13,ECE,4,Sports,ECE,4,3,0,1,44,0
63,3,CIVIL,2,Hackathon,CIVIL,1,1,1,1,67,1
64,4,AI&DS,3,Workshop,MECH,6,4,1,0,13,0
21,31,AI&DS,1,Workshop,AI&DS,4,3,0,1,59,0
96,32,CIVIL,4,Workshop,CIVIL,3,2,1,1,50,1
124,32,MECH,3,Hackathon,CIVIL,4,4,0,0,40,0
54,15,ECE,4,Workshop,ECE,5,4,1,1,43,1
97,37,ECE,3,Cultural,All,4,3,1,1,84,1
114,34,IT,2,Hackathon,IT,1,1,1,1,55,1
87,28,MECH,4,Seminar,IT,6,4,1,0,59,1
7,12,MECH,2,Cultural,CSE,4,3,1,0,46,1
129,33,CIVIL,1,Cultural,All,6,4,1,1,79,1
10,35,ECE,3,Workshop,All,1,1,0,1,60,0
71,13,AI&DS,2,Sports,CSE,4,3,0,0,38,0
73,23,MECH,4,Hackathon,All,4,3,0,1,86,1
39,26,ECE,2,Sports,CIVIL,6,3,0,0,50,0
142,30,AI&DS,4,Cultural,ECE,3,2,0,0,40,0
107,14,MECH,4,Hackathon,MECH,6,3,1,1,55,1
33,20,AI&DS,1,Seminar,IT,2,1,1,0,23,0
109,26,AI&DS,3,Cultural,CSE,2,2,0,0,57,0
40,22,CIVIL,4,Seminar,CIVIL,6,6,1,1,27,1
137,25,ECE,4,Technical,ECE,6,5,0,1,25,0
78,6,ECE,1,Sports,All,6,5,0,1,80,1
126,2,ECE,2,Technical,ECE,1,0,1,1,30,0
135,5,MECH,1,Cultural,All,2,1,0,1,58,0
106,26,ECE,1,Workshop,CSE,2,2,1,0,71,0
53,9,ECE,3,Seminar,ECE,3,2,0,1,61,0
80,38,ECE,4,Cultural,ECE,8,6,0,1,10,1
115,5,MECH,2,Hackathon,MECH,8,6,0,1,46,1
126,30,MECH,1,Sports,MECH,6,5,0,1,73,1
117,23,AI&DS,3,Seminar,ECE,3,1,0,0,41,0
46,40,AI&DS,4,Seminar,AI&DS,2,1,0,1,94,1
146,7,MECH,1,Workshop,All,3,3,0,1,83,0
138,19,AI&DS,1,Sports,MECH,3,2,0,0,68,0
142,8,IT,1,Technical,MECH,3,2,1,0,25,0
65,14,CIVIL,1,Seminar,CIVIL,5,3,0,1,23,0
119,25,IT,4,Workshop,IT,5,4,1,1,68,1
30,9,IT,4,Seminar,All,4,3,0,1,30,0
113,9,MECH,3,Workshop,MECH,3,3,1,1,25,1
26,12,IT,1,Hackathon,All,4,3,1,1,51,1
3,18,ECE,4,Cultural,ECE,3,3,0,1,46,0
137,14,MECH,1,Sports,AI&DS,6,5,0,0,47,0
27,25,AI&DS,3,Seminar,AI&DS,5,4,1,1,48,1
97,13,ECE,3,Workshop,ECE,1,1,1,1,53,0
8,1,IT,2,Sports,All,3,2,0,1,98,0
43,11,CSE,4,Hackathon,CSE,7,3,1,1,96,1
144,13,CIVIL,2,Hackathon,CIVIL,4,2,0,1,76,0
60,14,CSE,3,Cultural,CSE,4,1,0,1,62,0
81,1,MECH,2,Seminar,MECH,7,4,0,1,63,0
72,40,IT,1,Technical,All,3,2,1,1,57,1
27,35,CIVIL,2,Cultural,AI&DS,4,3,0,0,83,0
35,22,ECE,3,Sports,CIVIL,2,1,0,0,44,0
115,25,CIVIL,2,Hackathon,ECE,4,2,1,0,47,0
32,20,ECE,4,Workshop,All,3,2,1,1,38,1
76,13,ECE,4,Workshop,All,4,3,0,1,37,0
114,22,ECE,3,Cultural,CIVIL,9,7,0,0,35,0
107,19,CSE,2,Sports,CSE,2,1,1,1,81,1
139,4,AI&DS,2,Sports,All,7,5,0,1,24,0
134,21,ECE,4,Sports,ECE,3,2,0,1,53,0
18,13,CSE,2,Workshop,CSE,2,2,1,1,10,0
141,14,ECE,1,Seminar,AI&DS,7,4,1,0,49,0
109,12,CIVIL,2,Cultural,CIVIL,4,4,0,1,68,0
52,18,MECH,1,Cultural,MECH,3,2,1,1,73,1
113,28,CIVIL,4,Workshop,CSE,5,4,0,0,11,0
110,6,IT,2,Hackathon,All,5,4,1,1,67,1
117,19,MECH,4,Technical,MECH,7,6,0,1,10,1
51,10,ECE,1,Technical,IT,3,2,0,0,67,0
107,26,AI&DS,3,Seminar,CIVIL,3,2,1,0,61,1
10,8,MECH,2,Workshop,All,4,4,0,1,45,0
90,33,AI&DS,4,Sports,AI&DS,3,3,1,1,59,1
109,16,ECE,4,Technical,AI&DS,3,3,0,0,56,0
38,17,CIVIL,4,Sports,CIVIL,4,3,1,1,35,1
149,11,CSE,1,Technical,MECH,1,1,1,0,32,0
21,34,ECE,4,Workshop,All,3,2,1,1,98,1
137,25,CIVIL,3,Sports,AI&DS,7,6,0,0,71,0
28,37,IT,2,Cultural,MECH,2,1,0,0,37,0
2,11,MECH,1,Technical,MECH,5,4,0,1,34,0
135,27,AI&DS,3,Sports,All,1,0,1,1,34,1
35,13,MECH,2,Hackathon,All,11,7,1,1,26,1
52,4,AI&DS,2,Workshop,AI&DS,3,3,0,1,60,0
105,29,AI&DS,1,Sports,AI&DS,2,1,1,1,64,1
97,8,IT,1,Cultural,IT,8,6,1,1,43,1
125,7,CSE,1,Cultural,All,3,2,0,1,51,0
11,7,ECE,1,Seminar,All,5,5,1,1,15,1
125,31,IT,4,Cultural,IT,2,1,0,1,35,0
81,16,IT,4,Seminar,All,3,1,1,1,61,1
26,1,MECH,4,Sports,CSE,4,2,0,0,44,0
136,18,AI&DS,2,Cultural,All,3,2,0,1,70,0
106,13,CSE,3,Technical,All,3,3,1,1,31,1
114,15,CIVIL,4,Seminar,IT,3,2,0,0,60,0
122,7,AI&DS,4,Cultural,All,6,5,0,1,53,0
147,33,CSE,2,Seminar,AI&DS,7,6,0,0,53,0
120,11,MECH,1,Seminar,All,6,3,1,1,53,1
23,7,MECH,1,Workshop,MECH,6,5,0,1,37,1
57,17,AI&DS,4,Sports,AI&DS,3,1,1,1,43,1
137,32,CSE,3,Workshop,CIVIL,6,2,1,0,62,1
88,25,AI&DS,4,Sports,All,2,1,0,1,92,0
60,15,IT,1,Cultural,IT,2,2,1,1,44,1
49,8,CIVIL,3,Workshop,CIVIL,3,3,0,1,56,0
80,4,CIVIL,2,Seminar,IT,6,5,0,0,59,0
33,34,AI&DS,2,Technical,AI&DS,3,3,1,1,52,1
118,21,ECE,3,Workshop,CIVIL,2,2,1,0,67,1
9,39,IT,3,Hackathon,All,6,4,0,1,64,1
147,31,AI&DS,2,Seminar,AI&DS,1,1,0,1,61,0
16,22,ECE,2,Sports,All,4,3,0,1,52,0
46,32,AI&DS,4,Cultural,All,3,2,1,1,80,1
6,36,MECH,3,Seminar,All,7,5,1,1,74,1
19,34,AI&DS,3,Cultural,All,3,2,0,1,37,0
